text,character,scene,order,season,episode,conversation,sentiment,sentiment_class,objectivity,objectivity_class,lda_topic,lda_keywords,nmf_topic,nmf_keywords,x_coord,y_coord,z_coord,scene_inc
"Hi. Ohhh, you got my message. So what do you say? Can I be your girlfriend again?",Rachel Green,s04_e21_c10,42110,4,21,10,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,6,really say don hi look know just like gonna okay,7,monica looks ve think got jill believe really guys hi,7.577428340911865,4.158725261688232,2.3333117961883545,212
"Yeah, oh hey, you are right on time. Yes, you can, very much.",Ross Geller,s04_e21_c10,42110,4,21,10,0.27285714285714285,POSITIVE,0.39785714285714285,OBJECTIVE,1,come really good guys know don just yeah uh oh,6,umm time wanna huh alright going thank guys good hey,9.232386589050293,4.183419227600098,1.3388392925262451,212
Just get out! Now!! Okay! All right! How was she? Was she good?,Rachel Green,s04_e21_c11,42111,4,21,11,0.5607142857142856,POSITIVE,0.5452380952380952,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,4,time wanna baby good umm ll let look right okay,5.696802139282227,6.433265209197998,3.0112037658691406,213
No!! No!! No!! I wanna stay. I wanna talk about this. She was... Nobody likes change.,Ross Geller,s04_e21_c11,42111,4,21,11,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,6,really say don hi look know just like gonna okay,4,time wanna baby good umm ll let look right okay,5.4989705085754395,6.43520450592041,2.860593557357788,213
"Ross, that girl just spent the entire evening talking to your friends, asking to hear stories about you, looking through Monica’s photo albums, I mean you don’t do that if you’re just in it for two weeks. Yeah, you got like 14 hours until she has to be at the airport, and you’re sitting here in the hallway with a 28-year-old cheerleader with a fat lip. Yeah.",Rachel Green,s04_e21_c14,42114,4,21,14,-0.13749999999999998,NEUTRAL,0.4708333333333334,NEUTRAL,7,right uh know don like think ross just oh okay,2,mean hear sure really didn going weird got good yeah,6.163733005523682,6.375622272491455,4.191578388214111,214
"Yeah, I really do. Yeah, but what am I gonna do, I mean we-we both agreed that it was gonna be a two-week thing, y’know no commitment. You think? Hey, you’re right.",Ross Geller,s04_e21_c14,42114,4,21,14,0.057738095238095234,NEUTRAL,0.47440476190476194,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,8,like doing sure make great right weird just come gonna,7.1716132164001465,4.731392860412598,2.7875571250915527,214
She didn’t hang up either...,Rachel Green,s04_e21_c19,42119,4,21,19,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,2,don right got ve ross just know okay oh yeah,10,guy alright rach ya look good hang fine really ok,5.71867036819458,6.4919281005859375,3.0313034057617188,215
"Ok, no, no, you hang up. You, you, y-",Ross Geller,s04_e21_c19,42119,4,21,19,0.5,POSITIVE,0.5,NEUTRAL,3,just ok don god did yeah know wait oh uh,10,guy alright rach ya look good hang fine really ok,8.3833646774292,3.8854517936706543,2.164862871170044,215
"Ohhhhhhhh God. Ohh, ohh. Well, basically, lately, I’ve uh, I’ve uh, sort of had feelings for you.",Rachel Green,s04_e21_c21,42121,4,21,21,-0.3,NEGATIVE,0.6,NEUTRAL,3,just ok don god did yeah know wait oh uh,5,did umm night wow wanna wha um rach huh uh,7.245766639709473,3.597043514251709,2.575761556625366,216
"You’re over me? Wha... you’re uh, you’re, you’re over me? When, when were you... under me?",Ross Geller,s04_e21_c21,42121,4,21,21,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,3,just ok don god did yeah know wait oh uh,5,did umm night wow wanna wha um rach huh uh,6.442434310913086,5.250698566436768,3.036006450653076,216
"Oh, god.",Rachel Green,s04_e21_c22,42122,4,21,22,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,8.211638450622559,3.827714443206787,0.6686874032020569,217
"Really. It’s always been you, Rach.",Ross Geller,s04_e21_c22,42122,4,21,22,0.2,NEUTRAL,0.2,STRONGLY OBJECTIVE,6,really say don hi look know just like gonna okay,10,guy alright rach ya look good hang fine really ok,9.200984001159668,3.3813960552215576,1.0980807542800903,217
"Oh it’s OK. You were worth the wait, and I don’t just mean tonight.",Rachel Green,s04_e21_c23,42123,4,21,23,0.1625,NEUTRAL,0.4291666666666667,NEUTRAL,3,just ok don god did yeah know wait oh uh,10,guy alright rach ya look good hang fine really ok,7.742098331451416,4.110727310180664,2.354945659637451,218
"What. Oh no, you just rolled over the juice box.",Ross Geller,s04_e21_c23,42123,4,21,23,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,3,just ok don god did yeah know wait oh uh,3,honey yes guys love great come thank sorry god oh,8.454830169677734,4.646946907043457,1.7928311824798584,218
"Yeah, because I was mad at you, not because I stopped loving you! Noo. Noo! Maybe! I, I don’t know. I just, I feel, I-I just...",Rachel Green,s04_e21_c25,42125,4,21,25,0.1875,NEUTRAL,0.975,STRONGLY SUBJECTIVE,4,right ross mean okay ve got just oh don know,1,ve didn think want right like mean don just know,5.570569038391113,5.647451877593994,3.0060272216796875,219
You still love me? What?!,Ross Geller,s04_e21_c25,42125,4,21,25,0.625,STRONGLY POSITIVE,0.6,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,7.705464839935303,3.991041898727417,1.2752755880355835,219
"Have fun! Oh, I know. What?! Yeah, well, I gotta work, I’m sorry. Because, I can’t! Ross, I told you, no. I can’t.",Rachel Green,s04_e23_c02,42302,4,23,2,-0.078125,NEUTRAL,0.6,NEUTRAL,2,don right got ve ross just know okay oh yeah,9,ugh wait thank don great need think come really ross,8.368045806884766,4.838583946228027,2.84912109375,220
"Thanks! Ugh, I can’t believe you’re not gonna be there! So-so come! Why don’t you come? To London! Come to London. Please? It’ll mean so much to me. Why-why can’t you take a couple of days off? This is my wedding.",Ross Geller,s04_e23_c02,42302,4,23,2,0.12526041666666668,NEUTRAL,0.3625,OBJECTIVE,4,right ross mean okay ve got just oh don know,8,like doing sure make great right weird just come gonna,5.540454864501953,5.507521629333496,2.606598138809204,220
"Hi. Sorry, things aren’t working out so well. Oh yeah! Of course, I mean, she’s gonna get over this, y’know? I mean, so you said my name! Y’know you just said it ’cause you saw me there, if you’d have seen a circus freak, you would’ve said, ”I take thee circus freak.” Y’know, it didn’t mean anything, it’s just a mistake. It didn’t mean anything. Right? Right... Get the hell out of there, y’know? Well, look at that, same thing.",Rachel Green,s04_e24_c19,42419,4,24,19,-0.1727120535714286,NEUTRAL,0.6183035714285714,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.561833381652832,6.186534881591797,2.4200940132141113,221
"Hi! Oh no! It could be better, but it’s gonna be okay, right? No! No! Of course it didn’t mean anything! I mean, uh well, I can understand why Emily would think it meant something, y’know, because-because it was you... But it absolutely didn’t. It didn’t!! It didn’t!! Oh, right!",Ross Geller,s04_e24_c19,42419,4,24,19,0.22696109693877548,POSITIVE,0.6209183673469388,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,3,honey yes guys love great come thank sorry god oh,5.057174205780029,5.936590671539307,3.82442045211792,221
"Hi! Well, I-I-I’ve been on Standby for a flight home for hours. Ohh, so no sign of Emily huh? So umm, what time are you supposed to leave? Yeah. I’m sorry. No, you’re not an idiot, Ross. You’re a guy very much in love. No, you know what, I think you should go. Yeah, I do. I think you should go, by yourself, get some distance, clear your head, I think it’d be really good. Oh, come on Ross! I think it would be really good for you! Yeah. Good! Right! Right! Okay, I’ll see you back at home, if I ever get a flight out of here. What? Wait, what? Well-well, I don’t know Ross-really? Uh-huh. Oh wow, uh okay, uh maybe. Umm, yes, I can do that! Okay! All right! Oh, okay, we’re going. Yeah. Oh, wait-wait-wait... Okay. Wait! Wait!",Rachel Green,s04_e24_c24,42424,4,24,24,0.36045168067226885,POSITIVE,0.5700280112044819,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,4,time wanna baby good umm ll let look right okay,5.267690658569336,5.618927478790283,3.2433063983917236,222
"Hi! What are you, what are you doing here? Oh. Not yet. I just, I don’t understand, I mean, how-how can she do this? Y’know, what, am I, am I like a complete idiot for thinking that she’d actually show up? Same difference. What? Oh, I don’t, I don’t, I don’t know... I could, yeah, I can do that. I can’t, I can’t even believe her! No, y’know what, I am, I am gonna go! I know, why not? Right? Y’know-thanks! Yeah, well...nah. Why don’t you come, I mean, I-I have two tickets, why not? Yeah, yeah, it’ll be great! You can, you can lay on the beach and I can cry over my failed marriage. See-see how I make jokes? No really, I mean, I mean, God, I could use a friend. Okay! Cool! Come on! Here. Ah! Ah! I forgot my jacket! You tell them to wait!",Ross Geller,s04_e24_c24,42424,4,24,24,0.03578296703296703,NEUTRAL,0.5315934065934066,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.633520603179932,6.1162800788879395,2.4110217094421387,222
"Hi. Sorry, things aren’t working out so well. Oh yeah! Of course, I mean, she’s gonna get over this, y’know? I mean, so you said my name! Y’know you just said it ’cause you saw me there, if you’d have seen a circus freak, you would’ve said, ”I take thee circus freak.” Y’know, it didn’t mean anything, it’s just a mistake. It didn’t mean anything. Right? Right... Get the hell out of there, y’know? Well, look at that, same thing.",Rachel Green,s05_e01_c02,50102,5,1,2,-0.1727120535714286,NEUTRAL,0.6183035714285714,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.613874435424805,6.226670742034912,2.4285614490509033,223
"Hi! Oh no! It could be better, but it’s gonna be okay, right? No! No! Of course it didn’t mean anything! I mean, uh well, I can understand why Emily would think it meant something, y’know, because-because it was you... But it absolutely didn’t. It didn’t!! It didn’t!! Oh, right!",Ross Geller,s05_e01_c02,50102,5,1,2,0.22696109693877548,POSITIVE,0.6209183673469388,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,3,honey yes guys love great come thank sorry god oh,5.055796146392822,5.92946195602417,3.775287389755249,223
"Hi! Well, I-I-I’ve been on Standby for a flight home for hours. Ohh, so no sign of Emily huh? So umm, what time are you supposed to leave? Yeah. I’m sorry. No, you’re not an idiot, Ross. You’re a guy very much in love. No, you know what, I think you should go. Yeah, I do. I think you should go, by yourself, get some distance, clear your head, I think it’d be really good. Oh, come on Ross! I think it would be really good for you! Yeah. Good! Right! Right! Okay, I’ll see you back at home, if I ever get a flight out of here. What? Wait, what? Well-well, I don’t know Ross-really? Uh-huh. Oh wow, uh okay, uh maybe. Umm, yes, I can do that! Okay! All right! Oh, okay, we’re going. Yeah. Oh, wait-wait-wait... Okay. Wait! Wait!",Rachel Green,s05_e01_c08,50108,5,1,8,0.36045168067226885,POSITIVE,0.5700280112044819,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,4,time wanna baby good umm ll let look right okay,5.275918960571289,5.598951816558838,3.2140965461730957,224
"Hi! What are you, what are you doing here? Oh. Not yet. I just, I don’t understand, I mean, how-how can she do this? Y’know, what, am I, am I like a complete idiot for thinking that she’d actually show up? Same difference. What? Oh, I don’t, I don’t, I don’t know... I could, yeah, I can do that. I can’t, I can’t even believe her! No, y’know what, I am, I am gonna go! I know, why not? Right? Y’know-thanks! Yeah, well...nah. Why don’t you come, I mean, I-I have two tickets, why not? Yeah, yeah, it’ll be great! You can, you can lay on the beach and I can cry over my failed marriage. See-see how I make jokes? No really, I mean, I mean, God, I could use a friend. Okay! Cool! Come on! Here. Ah! Ah! I forgot my jacket! You tell them to wait!",Ross Geller,s05_e01_c08,50108,5,1,8,0.03578296703296703,NEUTRAL,0.5315934065934066,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.679029941558838,6.088036060333252,2.454136848449707,224
"Hi! Oh Ross, come on! You just did what you had to do. Terrible? Hell, I was in Greece! That was a nice hotel! Nice beach, met the nice people. Not to shabby for Rachel. Well, yeah! We’re cool. Totally cool. Oh no, you’re the best.",Rachel Green,s05_e02_c02,50202,5,2,2,0.4,POSITIVE,0.8,SUBJECTIVE,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,7.255688190460205,5.211453914642334,3.3645267486572266,225
"That’s it? You’re not mad? I mean, it must’ve been terrible. So, what? That’s it? Oh, thanks. Oh, you’re the best. Ohh, I gotta go to the flower store! Check it out, no one will tell me where Emily is, so I’m gonna send 72 long-stem, red roses to Emily’s parent’s house, one for each day that I’ve known and loved her. That oughta get her talking to me again.",Ross Geller,s05_e02_c02,50202,5,2,2,0.12857142857142856,NEUTRAL,0.5696428571428571,NEUTRAL,3,just ok don god did yeah know wait oh uh,3,honey yes guys love great come thank sorry god oh,5.166097640991211,6.0203657150268555,3.7450008392333984,225
"Is Monica around? I-I have to ask her something. What’s that? Oh, honey that’s awful. But, it’s not raining. Y’know what Ross? You’re not going anywhere. You’re gonna sit right here. I’m gonna make you a cup of tea and we’re gonna talk this thing whole out. All right? Hey, Dave!",Rachel Green,s05_e02_c05,50205,5,2,5,-0.039285714285714285,NEUTRAL,0.6178571428571428,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,8,like doing sure make great right weird just come gonna,6.324747562408447,6.473326683044434,4.488969326019287,226
"Hi. She’s doing her laundry. It came in the mail today, it’s uh, 72 long-stemmed red roses, one for each day that I’ve known and loved Emily, cut up into mulch! Oh, it’s not so bad. Monica’s gonna make potpourri! I think I’m gonna go wander out in the rain for a while. I can’t catch a break!",Ross Geller,s05_e02_c05,50205,5,2,5,-0.041666666666666664,NEUTRAL,0.48888888888888893,NEUTRAL,10,big um yeah building just thing joey think monica chandler,8,like doing sure make great right weird just come gonna,5.462418079376221,6.275050163269043,3.7104809284210205,226
I’m gonna do it.,Rachel Green,s05_e02_c06,50206,5,2,6,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,9,ross don mean gonna right yeah oh just okay know,8,like doing sure make great right weird just come gonna,8.45601749420166,4.034869194030762,0.9890839457511902,227
What thing?,Ross Geller,s05_e02_c06,50206,5,2,6,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,10,big um yeah building just thing joey think monica chandler,1,ve didn think want right like mean don just know,8.370240211486816,3.057166337966919,1.7282284498214722,227
"Yeah, what’s it about? Okay. Uhh, Ross, y’know what, there’s something that I-that I have to talk to you about and everybody’s saying that I shouldn’t tell you, but I think they’re wrong. I mean, and you know how people can be wrong. Okay, Ross, I’m really trying to tell you something here. Okay. Umm, okay, I think I’m-I’m just gonna-just gonna say it. Just gonna say it. Uhh, I’m still in love with you Ross. I’m so dead serious. I’m totally serious. Because, because, I just heard it. I heard it, and it’s ridiculous! I mean, you’re married. You’re-you’re married and it’s just ridiculous, and it’s like, it’s like when said it, I sort of like, I floated up out of my body, y’know? And, and-and then I heard myself say it and then the floating Rachel was like, ”You are such an idiot!” I’m sorry, that’s not funny. Oh God, ohh, okay, y’know what, do you think ah, do you think that you just forget that I told you this? The thing is y’know, that you’re married to Emily. Ross, things aren’t gonna be weird between us, right? I mean was that just the stupidest thing, me telling you that? That’s what I said! Thank you for being so nice.",Rachel Green,s05_e02_c08,50208,5,2,8,-0.034132495590828926,NEUTRAL,0.6474647266313934,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.583431720733643,5.685848236083984,3.965702533721924,228
"The paper. Events from around the globe. Sure. Once, at work I-I thought carbon dating was fossilized... Yeah. Go ahead. Why are you laughing? Well, well I am married. Even though I haven’t spoken to my wife since the wedding. Actually, it kinda is. My wife won’t return my calls. I don’t know where my wife is. ”Hey Ross, where’s the Mrs.?” Don’t know! Well, I kinda half to. I mean, because the thing is... That is what the thing is. No. No. No, I’m-I’m glad you did. Look, if nothing else, it’s-it’s always great when someone tells you they love you. No thank you for... Thank you.",Ross Geller,s05_e02_c08,50208,5,2,8,0.25885416666666666,POSITIVE,0.5553819444444444,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.611804485321045,5.650651931762695,4.2743096351623535,228
"For Stella! Remember? She’s gettin’ her grove back in like 20 minutes. Sure. I guess. Hey, I hear you don’t have to go to London. Yay! Like what? Well, why don’t you talk to me about it, maybe I can help. Well, I-I know you can do that too. I’m just, I’m just saying if you need somebody to talk to... Hi! Ross? Look, whatever this relationship stuff that Emily wants, just give it to her. Come on, the bottom line here is that you love her. So just fix whatever she wants fixed. Just do it. I mean, you’re gonna have to try. You’ll just gonna hate yourself if you don’t. Oh come on answer it! It’s driving me crazy!",Rachel Green,s05_e04_c13,50413,5,4,13,-0.03125,NEUTRAL,0.48626543209876544,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.168403148651123,5.730389595031738,3.492832899093628,229
"For what? Yeah, I uh, totally forgot about that. You mind if I take a rain check? I’m waiting for a call from Emily. It’s not that easy, there’s still a lot of relationship stuff. Just stuff. Y’know kinda what Emily wants. No. No. You-you can’t help. I mean, I kinda have to do this without your help. Thanks. Hello. Hi sweetie. Good. Look umm, yes I’ve been thinking about that thing that you wanted me to do and, I can do it. So will you come to New York?",Ross Geller,s05_e04_c13,50413,5,4,13,0.19388528138528136,NEUTRAL,0.5179112554112555,NEUTRAL,2,don right got ve ross just know okay oh yeah,5,did umm night wow wanna wha um rach huh uh,5.187190532684326,5.63466739654541,3.519439458847046,229
"Oh yeah! I know. Oh my God! My dog died! Oh my God, Le Poo, our dog! Oh God, it says he was hit by an ice cream truck and dragged for nine--teen blocks. Oh. Oh my God.",Rachel Green,s05_e05_c02,50502,5,5,2,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,3,just ok don god did yeah know wait oh uh,3,honey yes guys love great come thank sorry god oh,7.6824445724487305,4.775389671325684,1.0713863372802734,230
"So, Rach, y’know-y’know how Emily’s coming right? What?! Le Poo’s still alive?!",Ross Geller,s05_e05_c02,50502,5,5,2,0.24107142857142855,POSITIVE,0.46785714285714286,NEUTRAL,3,just ok don god did yeah know wait oh uh,1,ve didn think want right like mean don just know,5.174007415771484,5.969910621643066,3.778010129928589,230
"Oh yeah! What? Oh God. No! Oh not again! This-this happened when my grandfather died. It’s ugh! Sorry. Oh, okay, so I’m sorry, what-what were you-what did you want to tell me? Sorry. Sorry. Yeah, I know. It’s ridiculous! I can’t see you either.",Rachel Green,s05_e05_c04,50504,5,5,4,-0.3194444444444444,NEGATIVE,0.9166666666666666,STRONGLY SUBJECTIVE,3,just ok don god did yeah know wait oh uh,3,honey yes guys love great come thank sorry god oh,7.32603120803833,4.106375694274902,3.284914255142212,231
"Well, y’know how I’m trying to work things out with Emily. Well, there’s this one thing... Okay, here goes. I made a promise that--Oh hey! You’re nose is bleeding! Umm... Okay, I uh, I can’t see you anymore.",Ross Geller,s05_e05_c04,50504,5,5,4,0.640625,STRONGLY POSITIVE,0.5,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,4,time wanna baby good umm ll let look right okay,5.197257041931152,5.883009910583496,3.7775919437408447,231
"Okay, what’s up? Yeah, I told you to give Emily whatever she wants. Yeah? That’s crazy! You can’t do that! What are you going to tell her? Oh God. Ohh, you already agreed to this, haven’t you? Ohh! Lucky me! Oh my God! That is good news, Ross! I think that’s the best news I’ve heard since Le Poo died! Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you. Storming out! Yeah, well that’s how mad I am!!",Rachel Green,s05_e05_c06,50506,5,5,6,0.15848958333333335,NEUTRAL,0.5433333333333333,NEUTRAL,2,don right got ve ross just know okay oh yeah,2,mean hear sure really didn going weird got good yeah,5.328150272369385,5.972497940063477,3.6646625995635986,232
"Hey. Rachel, I-I-I’ve been wanting to tell you something for a while now and I really, I just have to get it out. Okay, y’know how you told me I should do whatever it takes to fix my marriage? And while that was good advice, you should know that what-what she wants... ...is for me not to see you anymore. It’s awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work. And I do, I have to make this marriage work. I have too. But the good thing is we can still see each other until she gets here. You have no idea what a nightmare this has been. This is so hard. What are you doing? Rachel, this is your apartment.",Ross Geller,s05_e05_c06,50506,5,5,6,-0.042916666666666686,NEUTRAL,0.5604166666666667,NEUTRAL,4,right ross mean okay ve got just oh don know,1,ve didn think want right like mean don just know,6.172984600067139,6.261568546295166,4.176709175109863,232
"Hi. What are you doing here? Isn’t this against the rules? Oh, Ross... No, it’s not better. I still don’t get to see you. Well, for starters I would’ve said the right name at my wedding! I know. I know that too.",Rachel Green,s05_e05_c10,50510,5,5,10,0.05357142857142855,NEUTRAL,0.5178571428571428,NEUTRAL,4,right ross mean okay ve got just oh don know,7,monica looks ve think got jill believe really guys hi,5.788631439208984,5.699498176574707,4.448068618774414,233
"I talked to Monica, look, I’m the one who made the choice. I’m the one who’s making things change, so I should be the one to y’know, step back. No, no, it’s okay. Really. They’re plenty of people who just see their sisters at Thanksgiving and just see their college roommates at reunions and just see Joey at Burger King. So is, is that better? Well, what-what would you do? Rach, if you were me, what-what would you do? I can’t believe this is happening. I am so sorry.",Ross Geller,s05_e05_c10,50510,5,5,10,0.13999999999999999,NEUTRAL,0.44000000000000006,NEUTRAL,6,really say don hi look know just like gonna okay,1,ve didn think want right like mean don just know,6.722309589385986,6.643547534942627,4.81817102432251,233
"Ross, I...",Rachel Green,s05_e06_c11,50611,5,6,11,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,8,like come look hey yeah ross ok just oh know,9,ugh wait thank don great need think come really ross,8.85022258758545,5.452305793762207,3.8735311031341553,234
Wait! Wait! Wait! Y’know what? Just stay. Please? It uh... It would really mean a lot to me if you stayed. Yeah. You can help me get my furniture back from Gunther.,Ross Geller,s05_e06_c11,50611,5,6,11,-0.15625,NEUTRAL,0.34375,OBJECTIVE,3,just ok don god did yeah know wait oh uh,5,did umm night wow wanna wha um rach huh uh,8.183996200561523,5.792295455932617,2.5748965740203857,234
"Oh! No, not really.",Rachel Green,s05_e08_c09,50809,5,8,9,-0.1,NEUTRAL,0.2,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,9.554508209228516,3.5064799785614014,1.250680923461914,235
"Well, that’s cool. So did... Umm, I’m sorry Judy, I couldn’t find that bowl that you and Jack were looking for.",Ross Geller,s05_e08_c09,50809,5,8,9,-0.07500000000000001,NEUTRAL,0.825,STRONGLY SUBJECTIVE,8,like come look hey yeah ross ok just oh know,4,time wanna baby good umm ll let look right okay,8.001615524291992,6.1174468994140625,3.0746023654937744,235
"Joey has got a secret peephole! Monica, is this true?",Rachel Green,s05_e09_c12,50912,5,9,12,-0.07500000000000001,NEUTRAL,0.675,SUBJECTIVE,10,big um yeah building just thing joey think monica chandler,7,monica looks ve think got jill believe really guys hi,7.537848472595215,6.8614606857299805,5.173548221588135,236
"What’s going on? Dude! That’s my sister! Yeah, what’s going on?",Ross Geller,s05_e09_c12,50912,5,9,12,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,2,don right got ve ross just know okay oh yeah,2,mean hear sure really didn going weird got good yeah,6.4706244468688965,5.9944071769714355,1.9507735967636108,236
So?,Rachel Green,s05_e11_c01,51101,5,11,1,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,1,ve didn think want right like mean don just know,8.453655242919922,2.9613053798675537,2.0042665004730225,237
"Well, everyone’s gotta kiss someone. You can’t kiss Ross you got the history.",Ross Geller,s05_e11_c01,51101,5,11,1,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,5,rach just know um little want fine don hey uh,9,ugh wait thank don great need think come really ross,8.663312911987305,5.462568283081055,3.8616342544555664,237
But your divorce isn’t even final yet.,Rachel Green,s05_e11_c02,51102,5,11,2,0.0,NEUTRAL,1.0,STRONGLY SUBJECTIVE,5,rach just know um little want fine don hey uh,8,like doing sure make great right weird just come gonna,5.625364303588867,5.491208076477051,4.982253074645996,238
"Just the one divorce in ’99! Y’know what, I am gonna be happy this year. I am gonna make myself happy.",Ross Geller,s05_e11_c02,51102,5,11,2,0.8,STRONGLY POSITIVE,1.0,STRONGLY SUBJECTIVE,4,right ross mean okay ve got just oh don know,8,like doing sure make great right weird just come gonna,5.633377552032471,5.50994348526001,4.938807487487793,238
"Ohh, I’m gonna miss that big old squishy butt.",Rachel Green,s05_e14_c01,51401,5,14,1,0.05,NEUTRAL,0.15000000000000002,STRONGLY OBJECTIVE,4,right ross mean okay ve got just oh don know,8,like doing sure make great right weird just come gonna,7.742412090301514,4.2822771072387695,1.024205207824707,239
"Ironically, most of the boxes seem to be labeled clothes.",Ross Geller,s05_e14_c01,51401,5,14,1,0.5,POSITIVE,0.5,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,8,like doing sure make great right weird just come gonna,6.961009979248047,4.406833171844482,1.7556846141815186,239
"Well that is because your eye immediately goes to the big naked man. Well, I never thought I’d say this, but I’m gonna go use Ugly Naked Guy’s bathroom. Nothing! Oh God, we’re just so excited that you want to get this apartment!",Rachel Green,s05_e14_c02,51402,5,14,2,-0.04624999999999999,NEUTRAL,0.53,NEUTRAL,6,really say don hi look know just like gonna okay,3,honey yes guys love great come thank sorry god oh,8.380867004394531,5.852423667907715,2.3212051391601562,240
"What’s going on? What?! What?! Actually, it looks really good.",Ross Geller,s05_e14_c02,51402,5,14,2,0.35,POSITIVE,0.35000000000000003,OBJECTIVE,4,right ross mean okay ve got just oh don know,7,monica looks ve think got jill believe really guys hi,7.0465006828308105,4.248435020446777,1.4125076532363892,240
"Hey Ross! Any word on the apartment yet? Oh. What?! You-you actually thought that basket was gonna get you the apartment? All right honey, we’d better go if we wanna catch that movie.",Rachel Green,s05_e14_c05,51405,5,14,5,0.2619047619047619,POSITIVE,0.37857142857142856,OBJECTIVE,4,right ross mean okay ve got just oh don know,6,umm time wanna huh alright going thank guys good hey,8.181410789489746,6.016033172607422,2.364943265914917,241
"Well, I called over there and it turns out Ugly Naked Guy is subletting it himself and he’s already had like a hundred applicants. No-no, I got the edge. I know it’s not exactly ethical but I sent him a little bribe to Well yeah! Someone sent us a basket at work once and people went crazy over those little muffins. It was the best day.",Ross Geller,s05_e14_c05,51405,5,14,5,-0.11741071428571427,NEUTRAL,0.6,NEUTRAL,8,like come look hey yeah ross ok just oh know,2,mean hear sure really didn going weird got good yeah,8.201024055480957,4.687012195587158,3.638213634490967,241
"Oh Ross, honey you gotta stop torturing yourself! Y’know what you should do? You should find out what his hobbies are and then use that to bond with him. Yeah! Like if I would strike up a conversation about say umm, sandwiches. Or uh, or my underwear. Yeah, he broke those too.",Rachel Green,s05_e14_c07,51407,5,14,7,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,2,don right got ve ross just know okay oh yeah,2,mean hear sure really didn going weird got good yeah,7.308225631713867,5.2845988273620605,4.397013187408447,242
"Huh? That is a great idea! And! I know Ugly Naked Guy because we’ve been watching him for like five years so that gives me back my edge! Oh, let’s see now he had the trampoline.",Ross Geller,s05_e14_c07,51407,5,14,7,0.07500000000000001,NEUTRAL,0.5375,NEUTRAL,2,don right got ve ross just know okay oh yeah,3,honey yes guys love great come thank sorry god oh,8.443964004516602,5.6607842445373535,2.4744842052459717,242
"Okay, I thought it was about your neighbors liking you. And that crazy party animal will be your brother-in-law.",Rachel Green,s05_e15_c04,51504,5,15,4,-0.04999999999999999,NEUTRAL,0.7,SUBJECTIVE,10,big um yeah building just thing joey think monica chandler,4,time wanna baby good umm ll let look right okay,7.28441858291626,5.458907127380371,1.5599576234817505,243
"It doesn’t matter! It’s my principles! We’re talking about my principles! Oh, they’ll like me. Once they come to my awesome PAR-TAY! Okay, I gotta run. I gotta go get some nametags.",Ross Geller,s05_e15_c04,51504,5,15,4,0.75,STRONGLY POSITIVE,0.75,SUBJECTIVE,7,right uh know don like think ross just oh okay,4,time wanna baby good umm ll let look right okay,8.425616264343262,3.6854097843170166,1.1188596487045288,243
